"text","player"
"Thou wilt o'ertake us hence a mile or twain","GLOUCESTER"
"I' th' way toward Dover, do it for ancient love,","GLOUCESTER"
"And bring some covering for this naked soul,","GLOUCESTER"
"Which I'll entreat to lead me.","GLOUCESTER"
"  Alack, sir, he is mad.","OLD MAN"
"'Tis the time's plague when madmen lead the blind.","GLOUCESTER"
"Do as I bid thee, or rather do thy pleasure.","GLOUCESTER"
"Above the rest, begone.","GLOUCESTER"
"I'll bring him the best 'parel that I have,","OLD MAN"
"Come on 't what will.	","OLD MAN"
"  Sirrah, naked fellow--","GLOUCESTER"
"Poor Tom's a-cold.  I cannot daub it further.","EDGAR"
"  Come hither, fellow.","GLOUCESTER"
", ","EDGAR"
"And yet I must.--Bless thy sweet eyes, they bleed.","EDGAR"
"  Know'st thou the way to Dover?","GLOUCESTER"
"  Both stile and gate, horseway and footpath.","EDGAR"
"Poor Tom hath been scared out of his good wits.","EDGAR"
"Bless thee, good man's son, from the foul fiend.","EDGAR"
"Five fiends have been in Poor Tom at once: of lust,","EDGAR"
"as Obidicut; Hobbididance, prince of dumbness;","EDGAR"
"Mahu, of stealing; Modo, of murder; Flibbertigibbet,","EDGAR"
"of mopping and mowing, who since possesses","EDGAR"
"chambermaids and waiting women. So, bless","EDGAR"
"thee, master.","EDGAR"
", ","GLOUCESTER"
"Here, take this purse, thou whom the heavens'","GLOUCESTER"
"plagues","GLOUCESTER"
"Have humbled to all strokes. That I am wretched","GLOUCESTER"
"Makes thee the happier. Heavens, deal so still:","GLOUCESTER"
"Let the superfluous and lust-dieted man,","GLOUCESTER"
"That slaves your ordinance, that will not see","GLOUCESTER"
"Because he does not feel, feel your power quickly.","GLOUCESTER"
"So distribution should undo excess","GLOUCESTER"
"And each man have enough. Dost thou know Dover?","GLOUCESTER"
"  Ay, master.","EDGAR"
"There is a cliff, whose high and bending head","GLOUCESTER"
"Looks fearfully in the confined deep.","GLOUCESTER"
"Bring me but to the very brim of it,","GLOUCESTER"
"And I'll repair the misery thou dost bear","GLOUCESTER"
"With something rich about me. From that place","GLOUCESTER"
"I shall no leading need.","GLOUCESTER"
"  Give me thy arm.","EDGAR"
"Poor Tom shall lead thee.","EDGAR"
"Welcome, my lord. I marvel our mild husband","GONERIL"
"Not met us on the way.","GONERIL"
"Now, where's your master?","GONERIL"
"Madam, within, but never man so changed.","OSWALD"
"I told him of the army that was landed;","OSWALD"
"He smiled at it. I told him you were coming;","OSWALD"
"His answer was ""The worse."" Of Gloucester's","OSWALD"
"treachery","OSWALD"
"And of the loyal service of his son","OSWALD"
"When I informed him, then he called me ""sot""","OSWALD"
"And told me I had turned the wrong side out.","OSWALD"
"What most he should dislike seems pleasant to him;","OSWALD"
"What like, offensive.","OSWALD"
",   Then shall you go no further.","GONERIL"
"It is the cowish terror of his spirit,","GONERIL"
"That dares not undertake. He'll not feel wrongs","GONERIL"
"Which tie him to an answer. Our wishes on the way","GONERIL"
"May prove effects. Back, Edmund, to my brother.","GONERIL"
"Hasten his musters and conduct his powers.","GONERIL"
"I must change names at home and give the distaff","GONERIL"
"Into my husband's hands. This trusty servant","GONERIL"
"Shall pass between us. Ere long you are like to","GONERIL"
"hear--","GONERIL"
"If you dare venture in your own behalf--","GONERIL"
"A mistress's command. Wear this; spare speech.","GONERIL"
"Decline your head.  This kiss, if it","GONERIL"
"durst speak,","GONERIL"
"Would stretch thy spirits up into the air.","GONERIL"
"Conceive, and fare thee well.","GONERIL"
"Yours in the ranks of death.	","EDMUND"
"  My most dear","GONERIL"
"Gloucester!","GONERIL"
"O, the difference of man and man!","GONERIL"
"To thee a woman's services are due;","GONERIL"
"My fool usurps my body.","GONERIL"
"  Madam, here comes my lord.	","OSWALD"
"I have been worth the whistle.","GONERIL"
"  O Goneril,","ALBANY"
"You are not worth the dust which the rude wind","ALBANY"
"Blows in your face. I fear your disposition.","ALBANY"
"That nature which contemns its origin","ALBANY"
"Cannot be bordered certain in itself.","ALBANY"
"She that herself will sliver and disbranch","ALBANY"
"From her material sap perforce must wither","ALBANY"
"And come to deadly use.","ALBANY"
"  No more. The text is foolish.","GONERIL"
"Wisdom and goodness to the vile seem vile.","ALBANY"
"Filths savor but themselves. What have you done?","ALBANY"
"Tigers, not daughters, what have you performed?","ALBANY"
"A father, and a gracious aged man,","ALBANY"
"Whose reverence even the head-lugged bear would","ALBANY"
"lick,","ALBANY"
"Most barbarous, most degenerate, have you","ALBANY"
"madded.","ALBANY"
"Could my good brother suffer you to do it?","ALBANY"
"A man, a prince, by him so benefited!","ALBANY"
"If that the heavens do not their visible spirits","ALBANY"
"Send quickly down to tame these vile offenses,","ALBANY"
"It will come:","ALBANY"
"Humanity must perforce prey on itself,","ALBANY"
"Like monsters of the deep.","ALBANY"
"  Milk-livered man,","GONERIL"
"That bear'st a cheek for blows, a head for wrongs;","GONERIL"
"Who hast not in thy brows an eye discerning","GONERIL"
"Thine honor from thy suffering; that not know'st","GONERIL"
"Fools do those villains pity who are punished","GONERIL"
"Ere they have done their mischief. Where's thy","GONERIL"
"drum?","GONERIL"
"France spreads his banners in our noiseless land,","GONERIL"
"With plumed helm thy state begins to threat,","GONERIL"
"Whilst thou, a moral fool, sits still and cries","GONERIL"
"Alack, why does he so?","GONERIL"
"  See thyself, devil!","ALBANY"
"Proper deformity shows not in the fiend","ALBANY"
"So horrid as in woman.","ALBANY"
"  O vain fool!","GONERIL"
"Thou changed and self-covered thing, for shame","ALBANY"
"Bemonster not thy feature. Were 't my fitness","ALBANY"
"To let these hands obey my blood,","ALBANY"
"They are apt enough to dislocate and tear","ALBANY"
"Thy flesh and bones. Howe'er thou art a fiend,","ALBANY"
"A woman's shape doth shield thee.","ALBANY"
"  Marry, your manhood, mew--","GONERIL"
"  What news?","ALBANY"
"O, my good lord, the Duke of Cornwall's dead,","MESSENGER"
"Slain by his servant, going to put out","MESSENGER"
"The other eye of Gloucester.","MESSENGER"
"  Gloucester's eyes?","ALBANY"
"A servant that he bred, thrilled with remorse,","MESSENGER"
"Opposed against the act, bending his sword","MESSENGER"
"To his great master, who, thereat enraged,","MESSENGER"
"Flew on him and amongst them felled him dead,","MESSENGER"
"But not without that harmful stroke which since","MESSENGER"
"Hath plucked him after.","MESSENGER"
"  This shows you are above,","ALBANY"
"You justicers, that these our nether crimes","ALBANY"
"So speedily can venge. But, O poor Gloucester,","ALBANY"
"Lost he his other eye?","ALBANY"
"  Both, both, my lord.--","MESSENGER"
"This letter, madam, craves a speedy answer.","MESSENGER"
"'Tis from your sister.","MESSENGER"
",   One way I like this well.","GONERIL"
"But being widow and my Gloucester with her","GONERIL"
"May all the building in my fancy pluck","GONERIL"
"Upon my hateful life. Another way","GONERIL"
"The news is not so tart.--I'll read, and answer.","GONERIL"
"Where was his son when they did take his eyes?","ALBANY"
"Come with my lady hither.","MESSENGER"
"  He is not here.","ALBANY"
"No, my good lord. I met him back again.","MESSENGER"
"  Knows he the wickedness?","ALBANY"
"Ay, my good lord. 'Twas he informed against him","MESSENGER"
"And quit the house on purpose, that their punishment","MESSENGER"
"Might have the freer course.","MESSENGER"
"  Gloucester, I live","ALBANY"
"To thank thee for the love thou show'd'st the King,","ALBANY"
"And to revenge thine eyes.--Come hither, friend.","ALBANY"
"Tell me what more thou know'st.","ALBANY"
"  Why the King of France is so suddenly gone","KENT"
"back know you no reason?","KENT"
"  Something he left imperfect in the state,","GENTLEMAN"
"which since his coming forth is thought of, which","GENTLEMAN"
"imports to the kingdom so much fear and danger","GENTLEMAN"
"that his personal return was most required and","GENTLEMAN"
"necessary.","GENTLEMAN"
"  Who hath he left behind him general?","KENT"
"  The Marshal of France, Monsieur La Far.","GENTLEMAN"
"  Did your letters pierce the Queen to any demonstration","KENT"
"of grief?","KENT"
"Ay, sir, she took them, read them in my","GENTLEMAN"
"presence,","GENTLEMAN"
"And now and then an ample tear trilled down","GENTLEMAN"
"Her delicate cheek. It seemed she was a queen","GENTLEMAN"
"Over her passion, who, most rebel-like,","GENTLEMAN"
"Fought to be king o'er her.","GENTLEMAN"
"  O, then it moved her.","KENT"
"Not to a rage. Patience and sorrow strove","GENTLEMAN"
"Who should express her goodliest. You have seen","GENTLEMAN"
"Sunshine and rain at once; her smiles and tears","GENTLEMAN"
"Were like a better way. Those happy smilets","GENTLEMAN"
"That played on her ripe lip seemed not to know","GENTLEMAN"
"What guests were in her eyes, which parted thence","GENTLEMAN"
"As pearls from diamonds dropped. In brief,","GENTLEMAN"
"Sorrow would be a rarity most beloved","GENTLEMAN"
"If all could so become it.","GENTLEMAN"
"  Made she no verbal question?","KENT"
"Faith, once or twice she heaved the name of","GENTLEMAN"
"father","GENTLEMAN"
"Pantingly forth, as if it pressed her heart;","GENTLEMAN"
"Cried ""Sisters, sisters, shame of ladies, sisters!","GENTLEMAN"
"Kent, father, sisters! What, i' th' storm, i' th' night?","GENTLEMAN"
"Let pity not be believed!"" There she shook","GENTLEMAN"
"The holy water from her heavenly eyes,","GENTLEMAN"
"And clamor moistened. Then away she started,","GENTLEMAN"
"To deal with grief alone.","GENTLEMAN"
"  It is the stars.","KENT"
"The stars above us govern our conditions,","KENT"
"Else one self mate and make could not beget","KENT"
"Such different issues. You spoke not with her","KENT"
"since?","KENT"
"  No.","GENTLEMAN"
"Was this before the King returned?","KENT"
"  No, since.","GENTLEMAN"
"Well, sir, the poor distressed Lear's i' th' town,","KENT"
"Who sometime in his better tune remembers","KENT"
"What we are come about, and by no means","KENT"
"Will yield to see his daughter.","KENT"
"  Why, good sir?","GENTLEMAN"
"A sovereign shame so elbows him--his own","KENT"
"unkindness,","KENT"
"That stripped her from his benediction, turned her","KENT"
"To foreign casualties, gave her dear rights","KENT"
"To his dog-hearted daughters--these things sting","KENT"
"His mind so venomously that burning shame","KENT"
"Detains him from Cordelia.","KENT"
"  Alack, poor gentleman!","GENTLEMAN"
"Of Albany's and Cornwall's powers you heard not?","KENT"
"  'Tis so. They are afoot.","GENTLEMAN"
"Well, sir, I'll bring you to our master Lear","KENT"
"And leave you to attend him. Some dear cause","KENT"
"Will in concealment wrap me up awhile.","KENT"
"When I am known aright, you shall not grieve","KENT"
"Lending me this acquaintance. I pray you, go","KENT"
"Along with me.","KENT"
"Alack, 'tis he! Why, he was met even now","CORDELIA"
"As mad as the vexed sea, singing aloud,","CORDELIA"
"Crowned with rank fumiter and furrow-weeds,","CORDELIA"
"With hardocks, hemlock, nettles, cuckooflowers,","CORDELIA"
"Darnel, and all the idle weeds that grow","CORDELIA"
"In our sustaining corn. A century send forth.","CORDELIA"
"Search every acre in the high-grown field","CORDELIA"
"And bring him to our eye.	","CORDELIA"
"What can man's wisdom","CORDELIA"
"In the restoring his bereaved sense?","CORDELIA"
"He that helps him take all my outward worth.","CORDELIA"
"  There is means, madam.","DOCTOR"
"Our foster nurse of nature is repose,","DOCTOR"
"The which he lacks. That to provoke in him","DOCTOR"
"Are many simples operative, whose power","DOCTOR"
"Will close the eye of anguish.","DOCTOR"
"  All blest secrets,","CORDELIA"
"All you unpublished virtues of the earth,","CORDELIA"
"Spring with my tears. Be aidant and remediate","CORDELIA"
"In the good man's distress. Seek, seek for him,","CORDELIA"
"Lest his ungoverned rage dissolve the life","CORDELIA"
"That wants the means to lead it.","CORDELIA"
"  News, madam.","MESSENGER"
"The British powers are marching hitherward.","MESSENGER"
"'Tis known before. Our preparation stands","CORDELIA"
"In expectation of them.--O dear father,","CORDELIA"
"It is thy business that I go about.","CORDELIA"
"Therefore great France","CORDELIA"
"My mourning and importuned tears hath pitied.","CORDELIA"
"No blown ambition doth our arms incite,","CORDELIA"
"But love, dear love, and our aged father's right.","CORDELIA"
"Soon may I hear and see him.","CORDELIA"
"But are my brother's powers set forth?","REGAN"
"  Ay, madam.","OSWALD"
"  Himself in person there?","REGAN"
"  Madam, with much ado.","OSWALD"
"Your sister is the better soldier.","OSWALD"
"Lord Edmund spake not with your lord at home?","REGAN"
"  No, madam.","OSWALD"
"What might import my sister's letter to him?","REGAN"
"  I know not, lady.","OSWALD"
"Faith, he is posted hence on serious matter.","REGAN"
"It was great ignorance, Gloucester's eyes being out,","REGAN"
"To let him live. Where he arrives he moves","REGAN"
"All hearts against us. Edmund, I think, is gone,","REGAN"
"In pity of his misery, to dispatch","REGAN"
"His nighted life; moreover to descry","REGAN"
"The strength o' th' enemy.","REGAN"
"I must needs after him, madam, with my letter.","OSWALD"
"Our troops set forth tomorrow. Stay with us.","REGAN"
"The ways are dangerous.","REGAN"
"  I may not, madam.","OSWALD"
"My lady charged my duty in this business.","OSWALD"
"Why should she write to Edmund? Might not you","REGAN"
"Transport her purposes by word? Belike,","REGAN"
"Some things--I know not what. I'll love thee much--","REGAN"
"Let me unseal the letter.","REGAN"
"  Madam, I had rather--","OSWALD"
"I know your lady does not love her husband;","REGAN"
"I am sure of that; and at her late being here,","REGAN"
"She gave strange eliads and most speaking looks","REGAN"
"To noble Edmund. I know you are of her bosom.","REGAN"
"  I, madam?","OSWALD"
"I speak in understanding. Y' are; I know 't.","REGAN"
"Therefore I do advise you take this note:","REGAN"
"My lord is dead; Edmund and I have talked,","REGAN"
"And more convenient is he for my hand","REGAN"
"Than for your lady's. You may gather more.","REGAN"
"If you do find him, pray you, give him this,","REGAN"
"And when your mistress hears thus much from you,","REGAN"
"I pray, desire her call her wisdom to her.","REGAN"
"So, fare you well.","REGAN"
"If you do chance to hear of that blind traitor,","REGAN"
